Sales Channel,Order Quantity,Discount Applied,Unit Cost,Unit Price,DeliveryDays
Distributor,7,0.05,1643.38,2934.6,0
Online,8,0.2,89.31,207.7,274
Online,7,0.15,3069.4,5902.7,9
Wholesale,8,0.1,124.35,214.4,0
In-Store,2,0.05,747.32,958.1,0
In-Store,4,0.075,1196.62,2546.0,0
Online,7,0.075,2057.57,2780.5,9
Distributor,2,0.1,824.1,2010.0,6
In-Store,6,0.15,1530.82,1822.4,6
Online,2,0.2,884.4,2010.0,3
In-Store,2,0.2,2066.01,3973.1,0
In-Store,1,0.075,989.93,1319.9,0
In-Store,6,0.075,1070.33,2378.5,0
Online,6,0.075,574.86,737.0,5
In-Store,1,0.075,1965.51,2586.2,91
In-Store,7,0.1,2159.95,3999.9,0
Online,1,0.05,2481.95,3939.6,3
Online,8,0.15,2756.65,3725.2,0
Distributor,3,0.05,1010.36,2525.9,0
In-Store,2,0.2,741.69,1809.0,69
Online,1,0.15,1138.6,1963.1,61
Online,7,0.2,1316.28,2800.6,3
Distributor,4,0.05,2929.71,4013.3,4
In-Store,8,0.1,114.03,247.9,4
Online,8,0.075,1600.97,2713.5,275
Online,3,0.15,1612.82,3162.4,3
Distributor,2,0.15,571.71,1078.7,0
In-Store,2,0.05,1172.03,2391.9,5
In-Store,3,0.4,103.85,207.7,6
In-Store,6,0.3,472.75,1125.6,0
Online,1,0.075,1080.58,1929.6,0
Wholesale,1,0.05,2230.3,2934.6,7
Wholesale,8,0.05,160.8,268.0,244
Online,1,0.15,3144.04,3979.8,214
In-Store,6,0.1,2362.42,2881.0,91
Online,8,0.1,150.21,254.6,68
In-Store,4,0.075,2826.86,3926.2,6
Online,4,0.1,1891.01,2626.4,3
Online,1,0.3,1271.12,1869.3,0
In-Store,5,0.05,1990.17,2519.2,91
Distributor,1,0.1,503.84,1072.0,0
Online,4,0.05,640.39,1185.9,8
Wholesale,3,0.15,529.03,1125.6,8
In-Store,6,0.15,2427.68,3979.8,0
Online,2,0.1,329.64,804.0,1
Distributor,8,0.1,411.98,958.1,0
Distributor,6,0.4,1259.6,2680.0,0
In-Store,6,0.075,1600.97,1976.5,0
Distributor,2,0.15,654.26,1038.5,0
Online,2,0.075,1484.45,2559.4,122
Distributor,3,0.075,525.88,1118.9,5
Online,6,0.1,1244.26,2539.3,7
In-Store,3,0.05,934.25,1125.6,2
Online,7,0.075,1098.13,1996.6,2
Online,3,0.15,1545.56,1956.4,10
Distributor,7,0.1,2592.1,3323.2,39
Online,6,0.15,482.4,1005.0,10
In-Store,6,0.075,3070.48,5386.8,1
Online,7,0.15,3672.0,5480.6,0
In-Store,5,0.3,2644.76,5185.8,0
Online,2,0.075,532.65,1005.0,0
In-Store,5,0.05,1080.58,1715.2,0
In-Store,1,0.1,399.79,783.9,0
Online,8,0.05,132.93,214.4,275
In-Store,7,0.2,561.06,1058.6,9
In-Store,8,0.15,1101.82,1695.1,0
Online,6,0.2,1025.64,2385.2,274
Online,1,0.15,652.65,1279.7,7
In-Store,6,0.05,1877.61,3028.4,98
Online,5,0.075,855.46,1125.6,5
In-Store,2,0.4,407.03,904.5,31
Online,4,0.15,970.16,2425.4,97
In-Store,2,0.1,4032.86,5601.2,3
Online,4,0.15,1308.91,1768.8,8
In-Store,3,0.1,726.95,1038.5,0
Distributor,1,0.05,587.93,904.5,274
Online,7,0.05,1271.86,3102.1,3
Online,7,0.075,1223.29,2398.6,61
In-Store,1,0.1,2207.72,2659.9,7
In-Store,3,0.05,810.43,1266.3,5
Online,3,0.05,2715.51,3879.3,275
Wholesale,4,0.1,1323.92,1742.0,0
In-Store,3,0.1,1751.11,3242.8,0
In-Store,7,0.05,715.29,1051.9,153
Wholesale,8,0.075,455.6,1139.0,0
Online,6,0.05,2321.55,5159.0,2
In-Store,1,0.075,2104.27,3691.7,122
Online,7,0.075,518.25,797.3,0
Distributor,8,0.075,965.2,1969.8,1
In-Store,6,0.05,82.41,201.0,0
Distributor,6,0.15,3544.97,5453.8,62
Wholesale,6,0.075,3375.73,5038.4,3
In-Store,3,0.3,1534.43,2324.9,0
In-Store,4,0.05,2084.37,3417.0,0
In-Store,4,0.05,1026.64,1333.3,4
Distributor,7,0.075,3027.19,5219.3,4
In-Store,1,0.3,776.66,1078.7,4
In-Store,2,0.1,1442.38,1849.2,5
In-Store,3,0.075,986.64,1333.3,8
Wholesale,2,0.05,1467.3,2010.0,1
In-Store,7,0.05,514.56,857.6,2
In-Store,1,0.075,2622.25,3973.1,1
In-Store,4,0.2,861.55,1118.9,4
Distributor,3,0.05,2000.75,2532.6,1
In-Store,5,0.075,2020.25,3544.3,275
Wholesale,2,0.075,1086.2,2586.2,0
In-Store,7,0.05,2956.11,3839.1,0
Online,2,0.075,868.05,1058.6,214
Online,4,0.4,98.83,167.5,8
In-Store,8,0.4,591.74,924.6,0
Distributor,5,0.2,2809.31,4013.3,3
Online,3,0.15,579.08,864.3,10
Online,7,0.15,1778.85,2371.8,0
Distributor,6,0.075,143.65,214.4,2
Distributor,7,0.1,666.92,1058.6,97
In-Store,5,0.1,511.34,1065.3,91
Wholesale,1,0.15,906.51,1105.5,0
Distributor,4,0.2,1879.02,2646.5,3
Online,1,0.075,1789.03,2264.6,0
Online,6,0.05,862.96,1232.8,0
In-Store,1,0.05,1909.5,3819.0,3
In-Store,2,0.2,819.48,1011.7,0
In-Store,3,0.075,1206.07,2566.1,0
Wholesale,5,0.075,1437.95,2934.6,91
Wholesale,3,0.075,672.28,1159.1,30
In-Store,4,0.075,500.49,1112.2,70
Online,4,0.075,1207.21,1829.1,153
In-Store,2,0.4,1573.76,1896.1,92
In-Store,7,0.05,1784.88,2974.8,0
Online,7,0.075,3110.14,5654.8,30
Distributor,3,0.05,803.0,944.7,9
Distributor,4,0.075,1372.29,1782.2,243
Online,8,0.05,2438.8,3048.5,6
Online,3,0.3,453.05,924.6,9
Online,8,0.2,432.15,864.3,1
Distributor,7,0.05,1928.39,2472.3,5
Wholesale,6,0.075,2239.94,2666.6,91
In-Store,2,0.05,862.96,1078.7,183
Wholesale,5,0.15,175.67,254.6,183
Online,1,0.075,149.54,241.2,151
In-Store,2,0.075,635.56,1025.1,0
In-Store,3,0.4,1025.9,2331.6,4
Online,1,0.4,2117.2,2680.0,10
In-Store,1,0.1,3900.2,6190.8,6
Distributor,2,0.05,776.6,1159.1,10
Online,6,0.075,1569.41,2572.8,0
In-Store,5,0.05,4618.44,6076.9,3
Distributor,7,0.1,4817.03,6338.2,3
Distributor,5,0.075,4776.9,5755.3,38
In-Store,5,0.05,519.59,1105.5,2
In-Store,4,0.1,644.88,837.5,9
In-Store,7,0.075,2383.46,3611.3,5
Distributor,5,0.1,1663.07,3959.7,153
Online,7,0.2,1265.9,1889.4,7
In-Store,4,0.3,1242.05,2003.3,0
In-Store,2,0.1,889.22,1058.6,0
Wholesale,3,0.05,447.56,1118.9,0
Wholesale,1,0.05,1225.5,1829.1,4
In-Store,1,0.1,492.32,1118.9,4
Online,6,0.05,1149.72,1768.8,0
Online,6,0.05,2159.95,3999.9,6
Wholesale,5,0.075,2885.69,3953.0,0
Wholesale,4,0.05,198.59,261.3,2
In-Store,8,0.1,2269.02,3845.8,0
In-Store,6,0.15,939.88,2237.8,6
Online,4,0.15,820.48,1051.9,0
Online,7,0.1,915.69,1159.1,213
Online,3,0.15,1570.21,2907.8,8
Online,6,0.1,482.4,964.8,10
Distributor,3,0.05,4974.08,6217.6,9
In-Store,1,0.4,617.2,1259.6,5
Wholesale,6,0.075,1303.69,2834.1,3
In-Store,6,0.15,1595.14,2572.8,0
Distributor,4,0.4,458.68,1092.1,305
Online,8,0.075,112.56,268.0,0
In-Store,1,0.15,1571.82,2278.0,60
Online,8,0.05,750.74,904.5,30
Online,1,0.05,1634.93,3892.7,0
Online,2,0.05,1158.83,2519.2,61
Online,8,0.05,947.05,1721.9,0
In-Store,2,0.075,2176.16,3886.0,5
In-Store,3,0.05,4480.16,6137.2,184
Online,2,0.4,188.4,247.9,244
Wholesale,7,0.2,1682.5,2304.8,0
Distributor,7,0.075,3228.73,5293.0,1
In-Store,5,0.05,1821.13,2365.1,9
In-Store,7,0.05,574.59,897.8,0
Wholesale,5,0.05,150.75,201.0,3
Distributor,1,0.4,753.21,1031.8,0
In-Store,4,0.05,757.7,1762.1,7
Online,6,0.1,831.0,1051.9,3
Distributor,6,0.05,130.18,194.3,1
In-Store,1,0.075,810.7,1842.5,10
In-Store,1,0.1,745.71,1065.3,305
In-Store,2,0.3,1725.25,3450.5,153
Distributor,5,0.3,2082.9,3591.2,0
Online,2,0.15,1995.53,3912.8,9
Online,7,0.075,697.07,1025.1,0
Online,3,0.05,379.96,716.9,244
In-Store,3,0.075,2049.33,2807.3,0
Distributor,2,0.075,3241.73,3859.2,10
Wholesale,3,0.05,4433.26,6157.3,2
In-Store,1,0.15,643.87,1038.5,6
Distributor,1,0.05,768.22,984.9,3
Online,8,0.4,572.25,783.9,1
Distributor,4,0.075,157.12,234.5,9
In-Store,3,0.1,1873.86,2465.6,92
In-Store,1,0.2,603.0,1005.0,0
Online,3,0.075,718.24,1072.0,0
Online,6,0.1,431.48,1078.7,0
In-Store,2,0.15,744.3,1078.7,3
Online,6,0.075,1447.74,1956.4,92
Online,1,0.05,134.4,227.8,31
In-Store,8,0.15,570.3,891.1,5
Distributor,5,0.05,546.85,1031.8,92
Distributor,2,0.075,1945.88,3088.7,7
Wholesale,2,0.05,536.0,1072.0,4
Online,2,0.075,1868.5,3892.7,0
In-Store,7,0.15,1381.88,2512.5,7
In-Store,7,0.05,696.8,1072.0,5
In-Store,6,0.075,142.58,187.6,0
In-Store,8,0.05,1283.18,1782.2,7
Online,3,0.075,545.51,924.6,92
In-Store,8,0.075,2511.5,3986.5,10
Online,2,0.15,644.54,991.6,0
Online,2,0.15,1728.27,2244.5,1
In-Store,2,0.1,621.43,1172.5,0
In-Store,4,0.2,1301.01,1782.2,31
In-Store,3,0.075,4783.8,6378.4,0
In-Store,6,0.05,3709.66,5152.3,7
Online,4,0.075,514.56,1286.4,6
Distributor,5,0.05,662.09,1085.4,5
Distributor,5,0.1,928.62,1105.5,9
In-Store,1,0.1,450.51,1098.8,1
Online,2,0.05,482.0,730.3,1
In-Store,4,0.075,624.57,1058.6,0
In-Store,8,0.05,658.01,1078.7,214
In-Store,5,0.05,1487.33,1882.7,184
In-Store,3,0.05,499.69,757.1,305
Wholesale,3,0.15,2785.86,5159.0,92
In-Store,6,0.1,2087.99,3939.6,4
Online,3,0.1,975.52,2438.8,7
In-Store,4,0.15,557.51,1051.9,3
In-Store,1,0.4,148.34,180.9,0
In-Store,7,0.075,3514.82,5762.0,0
Wholesale,5,0.075,1702.87,2365.1,0
In-Store,6,0.075,884.4,1105.5,10
In-Store,4,0.2,3306.85,6123.8,2
Online,2,0.075,469.2,998.3,2
Wholesale,3,0.05,1267.91,2224.4,0
In-Store,4,0.3,3269.87,3939.6,1
In-Store,8,0.05,418.08,871.0,121
Online,7,0.1,514.96,817.4,0
Distributor,6,0.05,781.29,1132.3,6
In-Store,2,0.1,615.4,1118.9,3
In-Store,6,0.2,637.84,911.2,1
In-Store,6,0.15,613.05,1005.0,0
Distributor,7,0.05,2961.27,3845.8,0
Online,3,0.05,1054.85,2572.8,0
Distributor,4,0.1,1339.46,2626.4,5
Online,7,0.2,3140.96,3926.2,2
In-Store,3,0.2,102.98,194.3,8
In-Store,4,0.075,756.16,1145.7,4
Wholesale,4,0.075,194.64,234.5,1
Distributor,2,0.1,353.76,884.4,121
Distributor,3,0.075,713.35,1132.3,5
Online,1,0.15,2423.59,3973.1,29
Online,6,0.1,757.77,971.5,0
Distributor,4,0.15,2067.29,2432.1,10
Online,3,0.05,1390.92,3477.3,0
Distributor,1,0.4,2251.2,2680.0,213
Distributor,5,0.05,3615.19,5239.4,0
In-Store,5,0.05,5183.12,6478.9,274
In-Store,7,0.05,761.12,1072.0,8
Online,5,0.3,1047.88,2278.0,6
Distributor,4,0.3,2189.56,2881.0,0
Wholesale,5,0.15,670.07,917.9,0
Wholesale,7,0.15,1093.44,1822.4,3
Distributor,7,0.05,771.04,1835.8,305
In-Store,1,0.2,1839.55,2787.2,8
In-Store,1,0.05,2215.36,2606.3,3
Online,8,0.05,420.29,1025.1,3
Online,1,0.075,110.75,194.3,275
In-Store,1,0.05,3761.78,5614.6,127
In-Store,4,0.075,1423.35,3028.4,3
Distributor,1,0.05,81.61,194.3,10
Distributor,3,0.1,1031.8,2345.0,153
In-Store,6,0.075,1211.43,1922.9,8
Online,7,0.05,145.79,214.4,4
Distributor,6,0.1,2076.73,3845.8,4
Wholesale,1,0.1,648.02,1045.2,0
Online,8,0.075,1980.86,2445.5,9
In-Store,6,0.05,1538.32,1922.9,2
In-Store,1,0.2,540.02,871.0,9
Distributor,4,0.075,1207.21,1916.2,2
In-Store,5,0.075,2591.29,3926.2,122
Online,4,0.075,3133.46,3966.4,0
In-Store,8,0.075,1410.48,1855.9,4
Distributor,4,0.2,1795.8,3664.9,0
In-Store,7,0.075,1632.12,1943.0,7
Online,5,0.1,1786.49,2706.8,182
Online,7,0.075,823.3,1715.2,3
Online,6,0.2,1113.27,1795.6,9
Online,3,0.05,1003.39,1286.4,31
Wholesale,3,0.05,1103.42,2566.1,0
Online,8,0.1,795.96,1105.5,69
Online,1,0.05,98.49,201.0,153
In-Store,4,0.1,1933.69,3946.3,0
In-Store,2,0.05,645.81,1025.1,9
Online,6,0.05,1562.98,1929.6,0
In-Store,1,0.15,2925.35,5132.2,8
Distributor,6,0.075,2720.2,3886.0,8
Online,3,0.3,2568.51,4013.3,3
In-Store,5,0.075,2079.95,2666.6,275
In-Store,5,0.05,1397.62,1996.6,183
In-Store,8,0.1,770.63,1085.4,10
In-Store,6,0.075,675.36,1688.4,9
In-Store,4,0.075,475.37,1105.5,1
Online,1,0.2,1929.6,3859.2,0
In-Store,4,0.1,608.76,1031.8,61
In-Store,1,0.1,877.03,1139.0,7
In-Store,4,0.05,988.92,2472.3,305
Online,1,0.075,875.29,1232.8,2
In-Store,5,0.1,727.22,1085.4,7
Online,8,0.15,1581.2,3953.0,1
In-Store,2,0.15,2198.81,3604.6,61
In-Store,6,0.075,1466.63,2666.6,0
In-Store,4,0.1,2954.7,3939.6,1
Online,7,0.075,2102.19,3966.4,0
In-Store,4,0.15,1698.05,2653.2,6
Online,8,0.05,748.52,984.9,244
Online,8,0.075,178.49,241.2,6
In-Store,8,0.05,1401.37,2224.4,6
In-Store,3,0.05,680.99,1031.8,4
In-Store,4,0.05,717.57,1025.1,92
Distributor,8,0.05,2134.62,3953.0,6
In-Store,4,0.15,2021.73,2847.5,5
Online,3,0.1,1804.18,2505.8,0
In-Store,7,0.15,681.79,1065.3,0
Online,3,0.075,2533.4,5507.4,29
Distributor,5,0.15,411.98,958.1,4
In-Store,5,0.05,906.11,1849.2,0
Online,5,0.15,3455.59,6170.7,1
In-Store,7,0.05,1107.04,2700.1,30
In-Store,3,0.05,672.14,1018.4,0
Distributor,3,0.05,3130.78,5306.4,4
Wholesale,4,0.05,2048.59,2626.4,2
Online,8,0.15,469.0,837.5,0
Distributor,1,0.075,514.02,917.9,1
Online,8,0.1,2261.92,2827.4,91
In-Store,4,0.1,618.68,1145.7,5
In-Store,4,0.05,641.59,844.2,3
Online,7,0.15,2919.99,3792.2,0
Online,8,0.05,1139.67,1809.0,1
Wholesale,2,0.3,2648.98,3839.1,4
In-Store,6,0.075,2980.96,6083.6,4
In-Store,4,0.1,2257.97,3370.1,7
Online,8,0.4,3272.88,5741.9,0
In-Store,2,0.05,646.42,964.8,0
Online,4,0.4,586.12,723.6,127
In-Store,6,0.075,1338.66,2974.8,92
In-Store,8,0.075,2215.02,3886.0,6
Online,1,0.1,1078.16,1996.6,31
In-Store,8,0.075,87.23,207.7,5
In-Store,6,0.05,347.86,790.6,40
Wholesale,2,0.05,2951.69,5366.7,4
In-Store,4,0.05,458.28,1145.7,0
Online,2,0.4,2403.16,3939.6,2
Distributor,2,0.4,1637.75,2599.6,153
In-Store,8,0.075,110.75,194.3,0
In-Store,3,0.05,505.45,1098.8,1
In-Store,1,0.075,655.26,1092.1,36
Distributor,5,0.1,699.41,958.1,9
In-Store,7,0.05,1286.4,2010.0,62
In-Store,4,0.1,1234.94,1929.6,0
Online,8,0.15,312.35,743.7,0
Online,5,0.2,4754.32,5942.9,5
In-Store,6,0.05,2198.94,3664.9,0
Online,3,0.075,3219.82,3879.3,92
In-Store,8,0.4,720.38,1125.6,5
In-Store,7,0.1,1171.43,1889.4,0
In-Store,8,0.05,1221.01,1822.4,10
In-Store,5,0.075,804.8,1031.8,214
Wholesale,3,0.075,86.43,201.0,60
Online,5,0.05,2253.88,3886.0,121
In-Store,1,0.075,700.69,1112.2,214
Wholesale,7,0.15,146.26,247.9,305
Distributor,2,0.05,2711.49,3819.0,1
Wholesale,8,0.3,3229.07,3986.5,9
In-Store,6,0.05,2273.31,3919.5,10
Online,2,0.075,3062.44,3926.2,127
Wholesale,3,0.05,108.81,187.6,152
Distributor,3,0.05,577.81,1313.2,61
Wholesale,8,0.1,227.8,268.0,123
Distributor,6,0.05,1383.28,1869.3,0
Online,1,0.1,794.49,1031.8,3
In-Store,6,0.05,840.18,1273.0,0
In-Store,6,0.15,601.39,911.2,8
Wholesale,8,0.075,2325.97,5286.3,274
Wholesale,4,0.1,3661.42,5085.3,99
In-Store,1,0.075,568.03,1051.9,152
In-Store,4,0.05,1121.85,2003.3,1
Online,3,0.075,432.15,1005.0,0
In-Store,6,0.05,497.21,1212.7,4
Wholesale,1,0.05,1690.68,2284.7,121
In-Store,5,0.05,986.17,2405.3,122
In-Store,7,0.1,2331.6,3886.0,2
In-Store,6,0.05,388.94,864.3,123
In-Store,3,0.075,1246.2,2492.4,1
Online,4,0.1,548.33,830.8,31
Distributor,1,0.075,3325.88,3912.8,31
In-Store,7,0.075,93.47,207.7,0
Online,7,0.075,3634.75,5192.5,2
In-Store,7,0.2,541.56,917.9,122
Online,7,0.075,964.26,1721.9,6
Online,3,0.075,2732.19,3959.7,153
Wholesale,4,0.1,1947.29,3477.3,6
In-Store,4,0.2,2718.32,3939.6,4
In-Store,6,0.05,426.12,1065.3,0
Online,8,0.075,917.16,1132.3,6
Wholesale,5,0.15,1180.27,2458.9,10
In-Store,5,0.2,712.88,1018.4,2
In-Store,7,0.15,2486.71,3825.7,244
In-Store,5,0.05,2706.13,3865.9,0
Online,3,0.05,1401.64,3504.1,5
Distributor,3,0.05,1029.92,2452.2,0
Online,4,0.075,1168.28,2485.7,39
Online,2,0.05,164.82,201.0,152
Online,7,0.05,1599.16,3075.3,0
Distributor,1,0.1,162.01,261.3,2
Distributor,7,0.05,106.73,180.9,10
Wholesale,2,0.1,2311.5,3852.5,10
In-Store,4,0.075,964.8,1206.0,0
Online,6,0.075,1078.16,1996.6,0
Wholesale,3,0.1,1482.04,2646.5,4
Distributor,3,0.1,804.54,1018.4,3
Distributor,2,0.05,2996.11,5165.7,7
In-Store,1,0.05,1762.57,2231.1,36
In-Store,8,0.05,4174.77,6231.0,245
In-Store,5,0.05,3567.75,5025.0,30
In-Store,1,0.1,1063.36,1802.3,183
Online,6,0.075,3837.69,6291.3,9
Online,2,0.075,1002.32,2505.8,123
In-Store,8,0.075,956.76,1125.6,0
In-Store,7,0.1,328.03,683.4,7
Online,5,0.3,1083.06,1775.5,0
In-Store,1,0.075,710.33,1246.2,0
In-Store,3,0.075,3203.0,3906.1,7
In-Store,2,0.1,449.57,737.0,6
Online,8,0.15,2047.39,3102.1,3
Online,5,0.075,706.18,1139.0,0
Online,3,0.15,2934.6,3912.8,8
Wholesale,1,0.075,2864.25,3819.0,0
In-Store,8,0.075,1046.81,1869.3,3
Online,3,0.05,582.36,1098.8,31
Distributor,5,0.075,1392.93,3095.4,0
In-Store,8,0.3,1829.1,2613.0,8
Distributor,8,0.05,617.47,1286.4,1
In-Store,7,0.1,1755.07,2700.1,2
In-Store,3,0.075,3469.33,6545.9,7
Distributor,8,0.05,3000.33,5085.3,2
Online,5,0.075,433.96,850.9,92
Distributor,5,0.05,1269.25,1983.2,8
In-Store,2,0.4,2420.31,5500.7,6
Distributor,7,0.05,3337.4,3973.1,60
In-Store,4,0.15,2540.64,3175.8,0
Wholesale,2,0.075,1549.04,3872.6,0
In-Store,7,0.05,2773.8,3698.4,1
Distributor,5,0.05,2555.11,3041.8,0
In-Store,7,0.05,2459.37,5232.7,3
In-Store,1,0.1,679.38,1045.2,3
Online,8,0.1,96.48,214.4,0
In-Store,3,0.05,446.49,911.2,182
Wholesale,8,0.3,879.38,1172.5,4
Online,3,0.05,706.31,1681.7,2
Wholesale,1,0.075,1688.27,3926.2,6
In-Store,6,0.1,582.36,1098.8,4
In-Store,6,0.05,4826.95,5815.6,121
Online,6,0.075,1626.63,2666.6,0
Online,5,0.05,621.43,1172.5,0
Wholesale,8,0.4,801.99,1273.0,3
In-Store,3,0.4,177.95,214.4,0
Distributor,8,0.05,2717.52,3484.0,0
Online,1,0.05,1195.01,2438.8,61
Online,3,0.4,4678.07,5775.4,4
Online,1,0.1,1696.84,2532.6,4
Distributor,6,0.075,3604.67,5380.1,3
Online,1,0.4,77.05,167.5,243
Wholesale,6,0.075,3043.81,3953.0,6
Wholesale,4,0.15,492.45,1172.5,10
Online,5,0.1,933.98,1098.8,0
Online,6,0.15,4416.1,5735.2,6
Online,8,0.15,3589.19,6525.8,7
In-Store,5,0.05,855.46,1018.4,183
Online,1,0.075,2937.82,3497.4,0
In-Store,6,0.075,1058.06,2519.2,0
In-Store,4,0.15,621.76,1072.0,0
Distributor,4,0.3,895.05,1226.1,1
Online,3,0.2,835.49,1943.0,0
In-Store,3,0.05,1234.94,1715.2,9
Online,3,0.05,1765.05,2385.2,4
Distributor,8,0.05,2903.45,6452.1,98
Online,1,0.075,1343.08,1721.9,0
Distributor,4,0.05,2978.82,3819.0,0
Online,3,0.075,116.58,201.0,0
In-Store,8,0.2,2463.26,5473.9,8
In-Store,2,0.1,1784.48,3879.3,0
Online,3,0.05,3132.12,6023.3,0
Online,5,0.1,2929.58,5326.5,2
Online,4,0.1,155.71,187.6,1
Distributor,6,0.05,1600.97,3557.7,0
Distributor,7,0.05,125.42,261.3,8
Online,3,0.05,2839.46,5460.5,0
Online,4,0.1,154.17,261.3,0
In-Store,6,0.2,792.95,1762.1,1
In-Store,3,0.075,515.57,1145.7,0
Distributor,4,0.1,2176.16,2720.2,0
Distributor,2,0.2,2613.0,4020.0,0
Online,2,0.1,911.74,1085.4,6
Distributor,3,0.075,1108.45,2358.4,0
Distributor,1,0.05,1199.3,2398.6,0
Wholesale,7,0.15,2152.71,3986.5,0
Distributor,4,0.075,1773.76,2860.9,69
In-Store,1,0.075,2253.21,3819.0,3
In-Store,7,0.1,972.97,1835.8,0
In-Store,4,0.4,804.8,1045.2,10
Distributor,6,0.075,563.81,1105.5,0
Online,4,0.1,2856.34,3912.8,61
In-Store,7,0.075,2142.66,2613.0,1
Online,4,0.05,2431.3,3859.2,10
Online,6,0.15,2661.98,3973.1,3
In-Store,8,0.3,2521.55,3879.3,2
Online,2,0.05,75.04,187.6,0
In-Store,6,0.05,2020.72,2525.9,275
Online,3,0.05,1575.84,1876.0,0
Online,6,0.075,1329.21,2606.3,0
In-Store,4,0.075,2864.25,3819.0,7
Online,6,0.05,3051.85,6103.7,10
In-Store,3,0.1,2084.44,3932.9,3
Online,6,0.1,610.64,984.9,0
Distributor,2,0.1,840.45,1313.2,6
Online,1,0.075,770.63,1085.4,2
Online,3,0.15,2390.56,2988.2,10
Wholesale,4,0.075,672.01,790.6,244
Distributor,5,0.05,1549.11,2458.9,1
In-Store,8,0.1,1203.52,1695.1,3
In-Store,3,0.075,3662.42,6425.3,3
In-Store,2,0.05,477.38,837.5,0
Distributor,1,0.075,3325.88,3912.8,0
Distributor,6,0.15,1395.07,2405.3,0
Online,1,0.05,814.39,958.1,6
Online,2,0.2,644.54,991.6,0
Distributor,2,0.1,4010.62,5494.0,244
Distributor,5,0.075,628.73,911.2,182
Online,8,0.1,1665.22,3872.6,5
In-Store,6,0.075,2221.05,2613.0,98
Online,4,0.05,2427.68,3678.3,0
Online,2,0.05,1069.32,1273.0,2
In-Store,4,0.1,755.76,944.7,0
In-Store,8,0.075,2519.94,3999.9,0
Wholesale,3,0.05,1365.73,2438.8,184
In-Store,3,0.05,209.04,261.3,6
Distributor,6,0.05,2573.6,3899.4,4
Online,5,0.1,546.05,1092.1,0
In-Store,1,0.075,2172.88,5299.7,0
In-Store,4,0.075,700.28,1045.2,4
Online,8,0.05,690.7,1132.3,2
Online,2,0.075,1718.55,2291.4,0
Wholesale,2,0.075,430.41,978.2,6
In-Store,7,0.075,1912.31,2693.4,6
In-Store,5,0.05,509.54,783.9,60
Online,2,0.1,623.77,891.1,6
In-Store,5,0.15,1116.22,2278.0,1
In-Store,7,0.1,1448.81,2733.6,10
In-Store,6,0.3,422.57,797.3,182
Online,1,0.1,497.48,1105.5,244
Wholesale,2,0.075,516.44,1259.6,4
Distributor,6,0.05,570.3,1018.4,2
In-Store,4,0.05,834.95,1246.2,122
In-Store,5,0.075,1484.79,1788.9,122
Wholesale,3,0.1,1988.09,3155.7,182
Wholesale,7,0.1,585.31,1125.6,0
Online,2,0.2,493.12,1072.0,6
Online,8,0.15,185.93,247.9,30
In-Store,6,0.15,1077.49,2505.8,69
Online,6,0.1,775.39,1092.1,2
In-Store,7,0.05,2999.93,3999.9,9
Online,5,0.05,633.49,1038.5,0
Distributor,6,0.1,2311.5,3852.5,182
In-Store,2,0.05,661.96,1018.4,304
In-Store,5,0.075,140.7,234.5,0
Distributor,5,0.1,778.67,998.3,0
Online,3,0.075,1541.67,2613.0,9
Distributor,7,0.4,3283.94,5212.6,0
Online,2,0.2,498.41,1159.1,38
Wholesale,2,0.1,619.08,884.4,9
Online,1,0.05,1426.83,3242.8,0
Online,5,0.1,592.95,1005.0,0
Distributor,1,0.075,743.5,917.9,10
Online,4,0.2,4110.45,5480.6,0
In-Store,1,0.075,938.4,1996.6,8
In-Store,1,0.3,2524.63,5152.3,3
In-Store,5,0.075,714.76,850.9,61
In-Store,1,0.1,1715.13,2485.7,10
Online,4,0.075,112.23,167.5,274
In-Store,1,0.05,824.1,1005.0,66
In-Store,1,0.2,3119.52,3899.4,10
Online,2,0.15,3359.92,3999.9,8
Distributor,4,0.075,1271.12,1869.3,244
In-Store,4,0.05,2438.0,5540.9,4
Wholesale,7,0.075,158.79,201.0,0
Distributor,5,0.1,2223.86,3088.7,1
Online,1,0.075,723.6,1005.0,69
Online,7,0.05,924.94,1681.7,121
Online,1,0.15,838.57,998.3,0
Wholesale,2,0.4,488.83,1018.4,2
In-Store,8,0.05,95.68,227.8,2
Distributor,7,0.075,112.36,261.3,0
In-Store,6,0.075,2681.34,3886.0,60
In-Store,5,0.05,4177.58,5802.2,7
Distributor,5,0.4,627.05,1279.7,5
Wholesale,8,0.075,1725.38,2331.6,96
Wholesale,1,0.075,3059.22,5098.7,0
Distributor,1,0.3,1179.2,2680.0,5
In-Store,3,0.05,2239.94,2666.6,91
In-Store,7,0.4,1089.02,2592.9,9
In-Store,6,0.15,474.63,1078.7,5
Wholesale,8,0.05,4322.3,6003.2,0
Online,8,0.1,1524.52,2458.9,69
Online,1,0.05,2418.63,3839.1,0
In-Store,7,0.4,4869.23,6492.3,0
Distributor,8,0.1,2817.22,3912.8,99
In-Store,3,0.05,792.34,1085.4,8
In-Store,3,0.05,1911.91,3296.4,1
Distributor,7,0.1,3623.36,5661.5,39
Online,1,0.3,549.94,964.8,127
In-Store,8,0.075,1079.57,2633.1,3
Online,8,0.075,630.94,864.3,3
Wholesale,4,0.05,1095.85,2331.6,0
